Datetime,Open,High,Low,Close,Adj Close,Volume
2022-07-01 01:00:00+00:00,20308.171875,20373.92578125,20303.189453125,20331.986328125,20331.986328125,326541312
2022-07-01 01:15:00+00:00,20298.755859375,20327.12109375,20282.875,20325.193359375,20325.193359375,105377792
2022-07-01 01:30:00+00:00,20340.5,20350.36328125,20301.50390625,20344.05859375,20344.05859375,94918656
2022-07-01 01:45:00+00:00,20401.99609375,20401.99609375,20373.0859375,20385.322265625,20385.322265625,250902528
2022-07-01 02:00:00+00:00,20398.03515625,20421.53515625,20359.3671875,20421.53515625,20421.53515625,120877056
2022-07-01 02:15:00+00:00,20453.181640625,20454.083984375,20412.83203125,20412.83203125,20412.83203125,209037312
2022-07-01 02:30:00+00:00,20386.865234375,20386.865234375,20326.158203125,20326.158203125,20326.158203125,58517504
2022-07-01 02:45:00+00:00,20331.46484375,20331.46484375,20289.501953125,20307.8671875,20307.8671875,158586880
2022-07-01 03:00:00+00:00,20301.9140625,20301.9140625,20207.822265625,20207.822265625,20207.822265625,113090560
2022-07-01 03:15:00+00:00,20199.0703125,20199.0703125,20124.9453125,20124.9453125,20124.9453125,154998784
2022-07-01 03:30:00+00:00,20121.978515625,20133.1640625,20097.2265625,20119.64453125,20119.64453125,168007680
2022-07-01 03:45:00+00:00,20109.88671875,20109.88671875,19782.59765625,19782.59765625,19782.59765625,256722944
2022-07-01 04:00:00+00:00,19752.228515625,19752.228515625,19618.111328125,19618.111328125,19618.111328125,314454016
2022-07-01 04:15:00+00:00,19603.4765625,19603.4765625,19572.912109375,19572.912109375,19572.912109375,183011328
2022-07-01 04:30:00+00:00,19575.9140625,19689.517578125,19575.9140625,19613.5859375,19613.5859375,402835456
2022-07-01 04:45:00+00:00,19614.552734375,19614.552734375,19468.34375,19469.93359375,19469.93359375,225939456
2022-07-01 05:00:00+00:00,19467.212890625,19467.212890625,19425.494140625,19425.494140625,19425.494140625,106371072
2022-07-01 05:15:00+00:00,19427.109375,19484.37109375,19384.7578125,19484.37109375,19484.37109375,298469376
2022-07-01 05:30:00+00:00,19490.044921875,19490.044921875,19414.96484375,19414.96484375,19414.96484375,103942144
2022-07-01 05:45:00+00:00,19440.310546875,19504.162109375,19440.310546875,19478.591796875,19478.591796875,227147776
2022-07-01 06:00:00+00:00,19481.111328125,19490.193359375,19452.896484375,19452.896484375,19452.896484375,15579136
2022-07-01 06:15:00+00:00,19448.310546875,19448.310546875,19397.4375,19413.736328125,19413.736328125,123863040
2022-07-01 06:30:00+00:00,19429.66015625,19458.216796875,19425.494140625,19458.216796875,19458.216796875,0
2022-07-01 06:45:00+00:00,19460.298828125,19460.298828125,19417.12890625,19425.62890625,19425.62890625,0
2022-07-01 07:00:00+00:00,19418.953125,19420.17578125,19384.01953125,19420.17578125,19420.17578125,15230976
2022-07-01 07:15:00+00:00,19423.677734375,19514.341796875,19423.677734375,19514.341796875,19514.341796875,137416704
2022-07-01 07:30:00+00:00,19512.318359375,19626.505859375,19512.318359375,19578.94140625,19578.94140625,291977216
2022-07-01 07:45:00+00:00,19574.580078125,19602.720703125,19553.908203125,19599.787109375,19599.787109375,121567232
2022-07-01 08:00:00+00:00,19591.640625,19591.640625,19524.0078125,19560.236328125,19560.236328125,29186048
2022-07-01 08:15:00+00:00,19598.4609375,19714.34375,19598.4609375,19671.701171875,19671.701171875,390715392
2022-07-01 08:30:00+00:00,19667.49609375,19673.609375,19607.669921875,19607.669921875,19607.669921875,0
2022-07-01 08:45:00+00:00,19593.501953125,19610.7890625,19575.583984375,19575.583984375,19575.583984375,30281728
2022-07-01 09:00:00+00:00,19540.1875,19548.19140625,19488.748046875,19488.748046875,19488.748046875,0
2022-07-01 09:15:00+00:00,19491.109375,19535.111328125,19491.109375,19535.111328125,19535.111328125,0
2022-07-01 09:30:00+00:00,19513.748046875,19513.748046875,19475.875,19475.875,19475.875,0
2022-07-01 09:45:00+00:00,19461.0234375,19483.11328125,19412.39453125,19412.39453125,19412.39453125,0
2022-07-01 10:00:00+00:00,19419.373046875,19447.265625,19407.66796875,19447.265625,19447.265625,86976512
2022-07-01 10:15:00+00:00,19447.490234375,19463.04296875,19447.490234375,19459.056640625,19459.056640625,40837120
2022-07-01 10:30:00+00:00,19449.724609375,19449.724609375,19214.55859375,19214.55859375,19214.55859375,104286208
2022-07-01 10:45:00+00:00,19209.95703125,19209.95703125,19124.220703125,19129.11328125,19129.11328125,222472192
2022-07-01 11:00:00+00:00,19122.443359375,19164.056640625,19087.05078125,19153.380859375,19153.380859375,230408192
2022-07-01 11:15:00+00:00,19152.33203125,19177.001953125,19152.33203125,19177.001953125,19177.001953125,105932800
2022-07-01 11:30:00+00:00,19177.857421875,19202.517578125,19172.0703125,19172.0703125,19172.0703125,15503360
2022-07-01 11:45:00+00:00,19171.123046875,19186.455078125,19160.36328125,19186.455078125,19186.455078125,28674048
2022-07-01 12:00:00+00:00,19189.28515625,19204.96484375,19189.28515625,19204.96484375,19204.96484375,0
2022-07-01 12:15:00+00:00,19212.7265625,19227.240234375,19174.1171875,19224.939453125,19224.939453125,122908672
2022-07-01 12:30:00+00:00,19239.748046875,19269.736328125,19239.748046875,19267.564453125,19267.564453125,0
2022-07-01 12:45:00+00:00,19292.515625,19299.0546875,19280.1953125,19280.1953125,19280.1953125,8456192
2022-07-01 13:00:00+00:00,19275.4609375,19303.01953125,19275.4609375,19301.564453125,19301.564453125,30103552
2022-07-01 13:15:00+00:00,19314.798828125,19341.58984375,19314.798828125,19326.923828125,19326.923828125,68302848
2022-07-01 13:30:00+00:00,19319.716796875,19322.931640625,19271.255859375,19322.931640625,19322.931640625,92557312
2022-07-01 13:45:00+00:00,19378.482421875,19560.337890625,19378.482421875,19526.10546875,19526.10546875,156329984
2022-07-01 14:00:00+00:00,19503.712890625,19503.712890625,19405.068359375,19405.52734375,19405.52734375,74928128
2022-07-01 14:15:00+00:00,19382.751953125,19399.025390625,19348.3515625,19348.3515625,19348.3515625,87265280
2022-07-01 14:30:00+00:00,19344.349609375,19356.51171875,19309.3828125,19356.51171875,19356.51171875,145522688
2022-07-01 14:45:00+00:00,19381.73046875,19420.044921875,19381.73046875,19420.044921875,19420.044921875,416161792
2022-07-01 15:00:00+00:00,19403.978515625,19421.447265625,19358.48046875,19401.591796875,19401.591796875,117286912
2022-07-01 15:15:00+00:00,19405.150390625,19441.080078125,19405.150390625,19410.974609375,19410.974609375,71018496
2022-07-01 15:30:00+00:00,19407.2734375,19417.251953125,19388.3828125,19410.908203125,19410.908203125,71063552
2022-07-01 15:45:00+00:00,19413.72265625,19413.72265625,19283.38671875,19283.38671875,19283.38671875,231106560
2022-07-01 16:00:00+00:00,19282.794921875,19330.8125,19282.794921875,19328.482421875,19328.482421875,50919424
2022-07-01 16:15:00+00:00,19328.376953125,19396.708984375,19328.376953125,19389.388671875,19389.388671875,117602304
2022-07-01 16:30:00+00:00,19400.08203125,19403.5,19366.0390625,19375.525390625,19375.525390625,0
2022-07-01 16:45:00+00:00,19369.884765625,19417.455078125,19369.884765625,19407.58984375,19407.58984375,73621504
2022-07-01 17:00:00+00:00,19367.962890625,19370.5078125,19345.037109375,19359.509765625,19359.509765625,298876928
2022-07-01 17:15:00+00:00,19384.859375,19411.9765625,19384.859375,19394.103515625,19394.103515625,409370624
2022-07-01 17:30:00+00:00,19397.603515625,19474.068359375,19375.45703125,19474.068359375,19474.068359375,275288064
2022-07-01 17:45:00+00:00,19462.2265625,19477.25390625,19458.810546875,19462.92578125,19462.92578125,87855104
2022-07-01 18:00:00+00:00,19468.033203125,19477.927734375,19457.517578125,19464.10546875,19464.10546875,50014208
2022-07-01 18:15:00+00:00,19466.36328125,19507.896484375,19465.6484375,19507.294921875,19507.294921875,104036352
2022-07-01 18:30:00+00:00,19498.337890625,19505.212890625,19468.96484375,19468.96484375,19468.96484375,13547520
2022-07-01 18:45:00+00:00,19468.173828125,19468.173828125,19428.359375,19428.359375,19428.359375,0
2022-07-01 19:00:00+00:00,19434.625,19434.625,19413.400390625,19413.400390625,19413.400390625,6801408
2022-07-01 19:15:00+00:00,19409.75390625,19409.75390625,19313.3515625,19313.3515625,19313.3515625,160147456
2022-07-01 19:30:00+00:00,19319.404296875,19328.92578125,19306.9609375,19326.072265625,19326.072265625,113604608
2022-07-01 19:45:00+00:00,19334.212890625,19362.755859375,19334.212890625,19362.755859375,19362.755859375,73728
2022-07-01 20:00:00+00:00,19396.6640625,19448.595703125,19369.0,19448.595703125,19448.595703125,66930688
2022-07-01 20:15:00+00:00,19438.166015625,19589.212890625,19438.166015625,19589.212890625,19589.212890625,284872704
2022-07-01 20:30:00+00:00,19583.46484375,19583.46484375,19494.359375,19494.359375,19494.359375,21559296
2022-07-01 20:45:00+00:00,19494.517578125,19532.689453125,19457.591796875,19457.591796875,19457.591796875,0
2022-07-01 21:00:00+00:00,19452.94921875,19475.1171875,19442.3984375,19475.1171875,19475.1171875,0
2022-07-01 21:15:00+00:00,19475.05859375,19493.03125,19450.11328125,19453.53515625,19453.53515625,0
2022-07-01 21:30:00+00:00,19447.8125,19468.15625,19438.244140625,19467.486328125,19467.486328125,8413184
2022-07-01 21:45:00+00:00,19469.15625,19469.15625,19367.767578125,19401.037109375,19401.037109375,35819520
2022-07-01 22:00:00+00:00,19401.3515625,19401.3515625,19371.58984375,19371.58984375,19371.58984375,0
2022-07-01 22:15:00+00:00,19369.62109375,19385.94140625,19369.095703125,19385.94140625,19385.94140625,0
2022-07-01 22:30:00+00:00,19384.208984375,19402.7265625,19364.06640625,19399.587890625,19399.587890625,42643456
2022-07-01 22:45:00+00:00,19405.04296875,19406.216796875,19346.8125,19346.8125,19346.8125,6510592
2022-07-01 23:00:00+00:00,19321.169921875,19348.169921875,19321.169921875,19342.8125,19342.8125,245069824
2022-07-01 23:15:00+00:00,19358.859375,19417.146484375,19358.859375,19417.146484375,19417.146484375,69193728
2022-07-01 23:30:00+00:00,19413.7890625,19423.5390625,19413.7890625,19423.5390625,19423.5390625,15515648
2022-07-01 23:45:00+00:00,19422.8828125,19428.353515625,19320.86328125,19320.86328125,19320.86328125,0
2022-07-02 00:00:00+00:00,19290.279296875,19326.3671875,19266.060546875,19314.841796875,19314.841796875,0
2022-07-02 00:15:00+00:00,19336.6953125,19338.587890625,19292.083984375,19309.224609375,19309.224609375,21432320
2022-07-02 00:30:00+00:00,19318.625,19318.625,19268.306640625,19318.470703125,19318.470703125,0
2022-07-02 00:45:00+00:00,19318.193359375,19320.734375,19236.884765625,19236.884765625,19236.884765625,0
2022-07-02 01:00:00+00:00,19233.578125,19233.578125,19199.58984375,19208.357421875,19208.357421875,0
2022-07-02 01:15:00+00:00,19209.578125,19249.34765625,19209.578125,19248.791015625,19248.791015625,56571904
2022-07-02 01:30:00+00:00,19253.71484375,19268.13671875,19244.533203125,19244.533203125,19244.533203125,0
2022-07-02 01:45:00+00:00,19257.291015625,19268.654296875,19236.5703125,19236.5703125,19236.5703125,0
2022-07-02 02:00:00+00:00,19234.080078125,19239.314453125,19223.541015625,19239.314453125,19239.314453125,0
2022-07-02 02:15:00+00:00,19263.19140625,19263.19140625,19219.7265625,19240.435546875,19240.435546875,0
2022-07-02 02:30:00+00:00,19221.228515625,19221.228515625,19166.33203125,19166.33203125,19166.33203125,156788736
2022-07-02 02:45:00+00:00,19169.69921875,19186.2421875,19157.689453125,19173.578125,19173.578125,130580480
2022-07-02 03:00:00+00:00,19179.357421875,19192.9140625,19172.88671875,19172.88671875,19172.88671875,0
2022-07-02 03:15:00+00:00,19180.947265625,19190.72265625,19170.234375,19170.234375,19170.234375,0
2022-07-02 03:30:00+00:00,19168.626953125,19168.626953125,19083.861328125,19083.861328125,19083.861328125,244936704
2022-07-02 03:45:00+00:00,19092.15625,19126.20703125,19092.15625,19121.388671875,19121.388671875,66328576
2022-07-02 04:00:00+00:00,19120.5546875,19147.947265625,19119.34765625,19147.947265625,19147.947265625,0
2022-07-02 04:15:00+00:00,19147.373046875,19184.60546875,19145.2578125,19180.01171875,19180.01171875,15542272
2022-07-02 04:30:00+00:00,19182.9453125,19207.173828125,19182.9453125,19202.955078125,19202.955078125,107147264
2022-07-02 04:45:00+00:00,19197.28515625,19203.525390625,19192.513671875,19192.513671875,19192.513671875,38184960
2022-07-02 05:00:00+00:00,19194.109375,19202.095703125,19192.8359375,19198.5234375,19198.5234375,0
2022-07-02 05:15:00+00:00,19206.55859375,19258.94140625,19206.55859375,19251.705078125,19251.705078125,1392640
2022-07-02 05:30:00+00:00,19245.62109375,19250.7734375,19225.208984375,19226.6328125,19226.6328125,0
2022-07-02 05:45:00+00:00,19227.23046875,19248.587890625,19225.662109375,19244.6015625,19244.6015625,0
2022-07-02 06:00:00+00:00,19238.04296875,19260.30859375,19236.0546875,19260.30859375,19260.30859375,0
2022-07-02 06:15:00+00:00,19254.96875,19260.220703125,19242.970703125,19242.970703125,19242.970703125,0
2022-07-02 06:30:00+00:00,19236.572265625,19236.572265625,19204.443359375,19204.443359375,19204.443359375,0
2022-07-02 06:45:00+00:00,19197.08984375,19230.640625,19197.08984375,19230.640625,19230.640625,3723264
2022-07-02 07:00:00+00:00,19215.486328125,19222.3828125,19215.37890625,19220.291015625,19220.291015625,0
2022-07-02 07:15:00+00:00,19218.556640625,19252.79296875,19218.556640625,19245.791015625,19245.791015625,0
2022-07-02 07:30:00+00:00,19243.330078125,19243.330078125,19197.66015625,19217.828125,19217.828125,0
2022-07-02 07:45:00+00:00,19215.3515625,19215.3515625,19139.171875,19159.9921875,19159.9921875,3639296
2022-07-02 08:00:00+00:00,19152.583984375,19152.583984375,19138.541015625,19139.310546875,19139.310546875,126015488
2022-07-02 08:15:00+00:00,19166.9765625,19171.244140625,19163.46875,19171.244140625,19171.244140625,48738304
2022-07-02 08:30:00+00:00,19178.267578125,19178.267578125,19129.767578125,19136.060546875,19136.060546875,0
2022-07-02 08:45:00+00:00,19126.611328125,19141.76953125,19117.560546875,19117.560546875,19117.560546875,2813952
2022-07-02 09:00:00+00:00,19113.017578125,19134.994140625,19106.919921875,19134.994140625,19134.994140625,0
2022-07-02 09:15:00+00:00,19146.046875,19146.046875,19027.376953125,19027.376953125,19027.376953125,57407488
2022-07-02 09:30:00+00:00,19033.33203125,19071.43359375,19033.33203125,19064.408203125,19064.408203125,37519360
2022-07-02 09:45:00+00:00,19064.427734375,19130.47265625,19064.427734375,19125.00390625,19125.00390625,28653568
2022-07-02 10:00:00+00:00,19131.28515625,19161.966796875,19131.28515625,19151.802734375,19151.802734375,0
2022-07-02 10:15:00+00:00,19159.666015625,19169.25390625,19134.96875,19134.96875,19134.96875,0
2022-07-02 10:30:00+00:00,19143.095703125,19220.072265625,19139.00390625,19220.072265625,19220.072265625,31369216
2022-07-02 10:45:00+00:00,19219.40234375,19240.294921875,19217.724609375,19233.818359375,19233.818359375,0
2022-07-02 11:00:00+00:00,19233.744140625,19233.744140625,19220.458984375,19220.609375,19220.609375,0
2022-07-02 11:15:00+00:00,19221.896484375,19234.744140625,19221.896484375,19225.171875,19225.171875,0
2022-07-02 11:30:00+00:00,19228.51953125,19230.671875,19195.84375,19195.84375,19195.84375,0
2022-07-02 11:45:00+00:00,19198.91015625,19198.91015625,19176.7890625,19185.396484375,19185.396484375,0
2022-07-02 12:00:00+00:00,19186.34375,19228.142578125,19162.900390625,19228.142578125,19228.142578125,93057024
2022-07-02 12:15:00+00:00,19232.23828125,19250.330078125,19217.1015625,19229.564453125,19229.564453125,11616256
2022-07-02 12:30:00+00:00,19224.9765625,19241.529296875,19200.025390625,19239.466796875,19239.466796875,40822784
2022-07-02 12:45:00+00:00,19305.9765625,19370.13671875,19305.9765625,19315.701171875,19315.701171875,348696576
2022-07-02 13:00:00+00:00,19319.587890625,19326.330078125,19298.97265625,19298.97265625,19298.97265625,0
2022-07-02 13:15:00+00:00,19268.94921875,19268.94921875,19251.134765625,19255.591796875,19255.591796875,19888128
2022-07-02 13:30:00+00:00,19260.74609375,19260.74609375,19232.076171875,19240.77734375,19240.77734375,0
2022-07-02 13:45:00+00:00,19245.736328125,19245.736328125,19238.24609375,19238.24609375,19238.24609375,0
2022-07-02 14:00:00+00:00,19252.205078125,19262.53125,19251.404296875,19261.55078125,19261.55078125,0
2022-07-02 14:15:00+00:00,19262.7890625,19301.69140625,19262.7890625,19301.69140625,19301.69140625,0
2022-07-02 14:30:00+00:00,19300.083984375,19324.75390625,19300.083984375,19322.677734375,19322.677734375,12797952
2022-07-02 14:45:00+00:00,19324.7109375,19327.6875,19292.4921875,19293.046875,19293.046875,0
2022-07-02 15:00:00+00:00,19287.6171875,19287.6171875,19274.478515625,19280.583984375,19280.583984375,0
2022-07-02 15:15:00+00:00,19277.74609375,19277.74609375,19213.05859375,19213.05859375,19213.05859375,9269248
2022-07-02 15:30:00+00:00,19204.458984375,19209.45703125,19182.986328125,19209.45703125,19209.45703125,0
2022-07-02 15:45:00+00:00,19202.150390625,19228.5390625,19199.900390625,19226.0859375,19226.0859375,0
2022-07-02 16:00:00+00:00,19223.6171875,19238.974609375,19223.6171875,19237.931640625,19237.931640625,0
2022-07-02 16:15:00+00:00,19210.4140625,19238.9453125,19199.13671875,19238.9453125,19238.9453125,0
2022-07-02 16:30:00+00:00,19287.48046875,19287.48046875,19264.38671875,19276.75,19276.75,64542720
2022-07-02 16:45:00+00:00,19277.1953125,19298.529296875,19276.248046875,19284.458984375,19284.458984375,43347968
2022-07-02 17:00:00+00:00,19286.5859375,19305.05078125,19286.5859375,19300.41796875,19300.41796875,0
2022-07-02 17:15:00+00:00,19296.587890625,19296.587890625,19283.369140625,19290.255859375,19290.255859375,0
2022-07-02 17:30:00+00:00,19297.75,19316.158203125,19297.75,19304.6953125,19304.6953125,0
2022-07-02 17:45:00+00:00,19294.515625,19299.681640625,19289.912109375,19295.708984375,19295.708984375,0
2022-07-02 18:00:00+00:00,19295.96484375,19295.96484375,19280.12890625,19286.36328125,19286.36328125,0
2022-07-02 18:15:00+00:00,19284.978515625,19284.978515625,19268.7890625,19275.984375,19275.984375,0
2022-07-02 18:30:00+00:00,19273.142578125,19275.072265625,19265.783203125,19265.783203125,19265.783203125,0
2022-07-02 18:45:00+00:00,19263.244140625,19341.98828125,19261.787109375,19322.28125,19322.28125,151222272
2022-07-02 19:00:00+00:00,19317.1640625,19361.802734375,19317.1640625,19335.72265625,19335.72265625,47489024
2022-07-02 19:15:00+00:00,19333.95703125,19344.25,19297.888671875,19312.30859375,19312.30859375,0
2022-07-02 19:30:00+00:00,19292.54296875,19292.54296875,19227.21484375,19239.14453125,19239.14453125,0
2022-07-02 19:45:00+00:00,19242.953125,19259.2421875,19240.619140625,19259.2421875,19259.2421875,16711680
2022-07-02 20:00:00+00:00,19261.23046875,19264.033203125,19244.18359375,19244.18359375,19244.18359375,0
2022-07-02 20:15:00+00:00,19246.205078125,19247.365234375,19225.23828125,19247.365234375,19247.365234375,0
2022-07-02 20:30:00+00:00,19250.166015625,19256.890625,19250.166015625,19256.890625,19256.890625,0
2022-07-02 20:45:00+00:00,19256.423828125,19257.396484375,19248.474609375,19257.396484375,19257.396484375,0
2022-07-02 21:00:00+00:00,19256.634765625,19295.7421875,19255.205078125,19295.7421875,19295.7421875,75022336
2022-07-02 21:15:00+00:00,19297.986328125,19308.66015625,19297.986328125,19300.263671875,19300.263671875,37134336
2022-07-02 21:30:00+00:00,19297.3671875,19303.72265625,19290.912109375,19295.337890625,19295.337890625,54839296
2022-07-02 21:45:00+00:00,19294.685546875,19347.1875,19294.685546875,19347.1875,19347.1875,18669568
2022-07-02 22:00:00+00:00,19347.087890625,19347.087890625,19333.466796875,19333.94921875,19333.94921875,0
2022-07-02 22:15:00+00:00,19338.53515625,19345.181640625,19335.23828125,19345.181640625,19345.181640625,11581440
2022-07-02 22:30:00+00:00,19341.2890625,19345.458984375,19340.033203125,19340.033203125,19340.033203125,0
2022-07-02 22:45:00+00:00,19337.91015625,19337.91015625,19321.033203125,19321.033203125,19321.033203125,0
2022-07-02 23:00:00+00:00,19318.96875,19321.46484375,19304.62890625,19304.62890625,19304.62890625,0
2022-07-02 23:15:00+00:00,19306.9609375,19306.9609375,19262.287109375,19262.287109375,19262.287109375,6766592
2022-07-02 23:30:00+00:00,19259.7734375,19259.7734375,19238.68359375,19255.087890625,19255.087890625,28411904
2022-07-02 23:45:00+00:00,19255.869140625,19255.869140625,19239.115234375,19242.056640625,19242.056640625,0
2022-07-03 00:00:00+00:00,19242.095703125,19259.1015625,19242.095703125,19259.1015625,19259.1015625,0
2022-07-03 00:15:00+00:00,19262.740234375,19262.740234375,19213.892578125,19216.337890625,19216.337890625,0
2022-07-03 00:30:00+00:00,19214.291015625,19219.21875,19189.919921875,19214.994140625,19214.994140625,25792512
2022-07-03 00:45:00+00:00,19214.8203125,19230.04296875,19214.8203125,19230.04296875,19230.04296875,0
2022-07-03 01:00:00+00:00,19231.927734375,19231.927734375,19218.953125,19219.80078125,19219.80078125,0
2022-07-03 01:15:00+00:00,19212.388671875,19217.45703125,19207.923828125,19216.482421875,19216.482421875,3103744
2022-07-03 01:30:00+00:00,19216.884765625,19216.884765625,19195.21484375,19195.21484375,19195.21484375,0
2022-07-03 01:45:00+00:00,19189.189453125,19189.6328125,19175.439453125,19189.044921875,19189.044921875,2810880
2022-07-03 02:00:00+00:00,19187.447265625,19197.26171875,19182.158203125,19197.26171875,19197.26171875,0
2022-07-03 02:15:00+00:00,19199.048828125,19221.1796875,19199.048828125,19219.865234375,19219.865234375,0
2022-07-03 02:30:00+00:00,19223.685546875,19252.82421875,19223.685546875,19252.11328125,19252.11328125,0
2022-07-03 02:45:00+00:00,19252.466796875,19265.837890625,19252.466796875,19254.837890625,19254.837890625,0
2022-07-03 03:00:00+00:00,19254.931640625,19258.244140625,19245.484375,19258.244140625,19258.244140625,4483072
2022-07-03 03:15:00+00:00,19234.162109375,19249.888671875,19234.162109375,19245.0234375,19245.0234375,5733376
2022-07-03 03:30:00+00:00,19248.400390625,19270.951171875,19244.822265625,19270.951171875,19270.951171875,0
2022-07-03 03:45:00+00:00,19276.70703125,19282.30859375,19266.193359375,19266.193359375,19266.193359375,0
2022-07-03 04:00:00+00:00,19266.423828125,19281.369140625,19262.494140625,19281.369140625,19281.369140625,0
2022-07-03 04:15:00+00:00,19286.009765625,19288.828125,19275.390625,19277.533203125,19277.533203125,13968384
2022-07-03 04:30:00+00:00,19276.01953125,19276.01953125,19259.564453125,19260.544921875,19260.544921875,0
2022-07-03 04:45:00+00:00,19259.28125,19259.28125,18991.3046875,19039.505859375,19039.505859375,715296768
2022-07-03 05:00:00+00:00,19243.53515625,19266.453125,19210.68359375,19210.68359375,19210.68359375,762513408
2022-07-03 05:15:00+00:00,19197.265625,19197.265625,19143.916015625,19143.916015625,19143.916015625,144260096
2022-07-03 05:30:00+00:00,19103.021484375,19103.021484375,19072.103515625,19073.06640625,19073.06640625,145759232
2022-07-03 05:45:00+00:00,19094.80078125,19123.341796875,19076.708984375,19076.708984375,19076.708984375,113290240
2022-07-03 06:00:00+00:00,19056.052734375,19061.611328125,19051.533203125,19061.611328125,19061.611328125,41906176
2022-07-03 06:15:00+00:00,19068.724609375,19139.376953125,19068.724609375,19139.376953125,19139.376953125,140275712
2022-07-03 06:30:00+00:00,19136.3046875,19137.966796875,19131.86328125,19131.86328125,19131.86328125,29872128
2022-07-03 06:45:00+00:00,19138.15234375,19152.541015625,19101.884765625,19152.541015625,19152.541015625,47280128
2022-07-03 07:00:00+00:00,19149.76171875,19149.76171875,19123.115234375,19124.451171875,19124.451171875,5259264
2022-07-03 07:15:00+00:00,19122.19140625,19127.203125,19100.177734375,19104.802734375,19104.802734375,31027200
2022-07-03 07:30:00+00:00,19103.3203125,19123.865234375,19102.041015625,19123.865234375,19123.865234375,26370048
2022-07-03 07:45:00+00:00,19120.29296875,19121.888671875,19110.185546875,19121.888671875,19121.888671875,0
2022-07-03 08:00:00+00:00,19127.87109375,19138.6484375,19112.6953125,19112.6953125,19112.6953125,0
2022-07-03 08:15:00+00:00,19088.330078125,19088.330078125,19060.57421875,19063.69140625,19063.69140625,0
2022-07-03 08:30:00+00:00,19063.5625,19064.466796875,19057.65625,19060.826171875,19060.826171875,0
2022-07-03 08:45:00+00:00,19059.900390625,19064.271484375,19008.9453125,19008.9453125,19008.9453125,94084096
2022-07-03 09:00:00+00:00,19007.802734375,19007.802734375,18975.5703125,18975.5703125,18975.5703125,12153856
2022-07-03 09:15:00+00:00,18975.70703125,18999.578125,18975.70703125,18992.623046875,18992.623046875,49483776
2022-07-03 09:30:00+00:00,18993.68359375,18993.68359375,18982.98828125,18987.37890625,18987.37890625,0
2022-07-03 09:45:00+00:00,18989.24609375,19032.7578125,18986.98828125,19032.7578125,19032.7578125,35281920
2022-07-03 10:00:00+00:00,19036.353515625,19055.048828125,19036.353515625,19049.23828125,19049.23828125,12688384
2022-07-03 10:15:00+00:00,19049.11328125,19081.833984375,19049.11328125,19081.833984375,19081.833984375,37731328
2022-07-03 10:30:00+00:00,19079.81640625,19093.86328125,19077.470703125,19077.626953125,19077.626953125,11448320
